index,level1,level2,level3,year,module_code,module_description,difficulty,attribute
984,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",4,A,"interpret and present discrete and continuous data using appropriate graphical methods, including bar charts and time graphs",4_cannot,"No complex statistical analysis (e.g., correlation, regression). No highly abstract contexts. No data requiring complex calculations beyond standard operations."
985,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",1_can,"Complete simple tables with missing direct data. Read and interpret direct information from tables (e.g., lists of items and quantities). Read information from simple timetables for single journeys (e.g., train departure/arrival times)."
986,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",1_cannot,"Do not interpret complex tables or timetables (e.g., requiring calculations of duration, finding connections). No data with decimals or fractions. No negative numbers."
987,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",2_can,"Complete tables by performing simple calculations (e.g., sums of two rows/columns). Read and interpret information from tables, including those with larger numbers (e.g., populations). Read and interpret information from timetables to find direct journey times or compare a few times. Can include simple, explicit word problems."
988,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",2_cannot,"Do not complete tables with complex calculations (e.g., multiplication, division, averages). Do not interpret timetables requiring finding optimal routes or complex durations. No data with decimals or fractions. No negative numbers."
989,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",3_can,"Complete tables by performing multiple calculations or deriving missing information. Fluently read and interpret information from complex tables (e.g., data from multiple sources, two-way tables). Interpret timetables to find durations, arrival times after delays, or simple connections. Questions may require combining data from multiple parts of a table."
990,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",3_cannot,Do not complete tables requiring advanced statistical calculations. No negative numbers in data. No complex interpretation involving external knowledge. No highly abstract scenarios.
991,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",4_can,"Fluently complete, read, and interpret information in complex tables, including timetables. Questions involve multi-step analysis, identifying errors in data presentation, solving problems that require combining information from different sections of a table/timetable (e.g., finding the fastest route, cost per person for varying groups). Can involve justifying interpretations or identifying appropriate questions to ask about table data."
992,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",5,A,"complete, read and interpret information in tables, including timetables",4_cannot,"No highly abstract or theoretical problems. No data requiring complex statistical analysis beyond what is typically covered (e.g., mean, sum, difference). No complex financial modeling that requires external knowledge."
993,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,1_can,"Interpret information from simple line graphs (no negative values, whole number scales). Interpret pie charts where sectors are simple fractions (1/2, 1/4) or direct percentages (e.g., 50%, 25%, 10%) with given total. Read direct values (counts) from pie charts. Construct simple line graphs with given data points."
994,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,1_cannot,"Do not interpret line graphs with negative values. Do not interpret pie charts where angles/percentages are not explicit and simple. Do not calculate values from pie charts unless percentages are 50, 25, 10. No multi-step problems or complex data. No decimals/fractions in data."
995,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,2_can,"Interpret information from line graphs (including negative values) to solve comparison, sum, and difference problems. Interpret pie charts where sectors represent percentages as multiples of 10% or 25% (e.g., 20%, 75%), with given totals. Construct line graphs and pie charts from simple data, calculating simple percentages or fractions (e.g., 1/2, 1/4) for pie charts."
996,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,2_cannot,"Do not interpret pie charts with angles given. Do not calculate percentages or fractions from raw data unless very straightforward (e.g., 50/100). No complex multi-step problems requiring significant inference. No complex scales on line graphs."
997,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,3_can,"Interpret and construct line graphs (with complex scales, interpolation, and extrapolation for simple trends). Interpret pie charts where sectors are given as percentages (multiples of 5% or 10%) or fractions, and calculate quantities from the total. Solve multi-step problems combining data from these graphs (e.g., using a percentage from pie chart and adding data from a line graph)."
998,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,3_cannot,Do not interpret pie charts where angles are given or need calculating. Do not use very complex calculations for percentages. No highly abstract data or contexts. No data with more than two decimal places.
999,Statistics,Statistics,"Interpreting, Constructing and Presenting Data",6,A,interpret and construct pie charts and line graphs and use these to solve problems,4_can,"Fluently interpret and construct pie charts (including calculating percentages and angles for given data, and interpreting sectors where angles are specified) and line graphs (including those with large numbers, complex scales, and multiple lines). Use these to solve complex multi-step problems involving calculations, comparisons, trends, and predictions. Questions involve identifying the most appropriate graph type, justifying interpretations, or identifying errors in presented data."
